cagr,volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,hit_ratio,profit_factor,skewness,kurtosis,pnl_autocorr
-0.0024219583647038245,0.0019064667279067274,-11.658468505040723,-0.0015,-1.6146389098025498,1.6258064516129032,0,0,-12.36957766509849,151.00645161290322,-0.006493506493506452
