cagr,volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,hit_ratio,profit_factor,skewness,kurtosis,pnl_autocorr
-0.0260656017917984,0.009289425250823274,-4.970186272161547,-0.09974340600497017,-0.2613265661942561,18.964948453608248,0.3333333333333333,1.1108088239296452,-4.156806251492529,17.80326969628995,0.022203317460283763
