entry_date,exit_date,entry_price,exit_price,position,pnl,return
2022-06-24 00:00:00+00:00,2022-06-25 00:00:00+00:00,100.0,100.0,0.10672760754823685,0.0,0.0
2022-06-25 00:00:00+00:00,2022-06-26 00:00:00+00:00,100.0,100.0,0.19862030446529388,0.0,0.0
2022-06-26 00:00:00+00:00,2022-06-27 00:00:00+00:00,100.0,100.0,0.1532769501209259,0.0,0.0
2022-06-27 00:00:00+00:00,2022-06-28 00:00:00+00:00,100.0,100.0,0.18804194033145905,0.0,0.0
2022-06-28 00:00:00+00:00,2022-06-29 00:00:00+00:00,100.0,100.0,0.13061262667179108,0.0,0.0
2022-06-29 00:00:00+00:00,2022-06-30 00:00:00+00:00,100.0,100.0,0.1526184380054474,0.0,0.0
2022-06-30 00:00:00+00:00,2022-07-01 00:00:00+00:00,100.0,100.0,0.11985092610120773,0.0,0.0
2022-07-01 00:00:00+00:00,2022-07-02 00:00:00+00:00,100.0,100.0,0.11151773482561111,0.0,0.0
2022-07-02 00:00:00+00:00,2022-07-03 00:00:00+00:00,100.0,100.0,0.10859633982181549,0.0,0.0
2022-07-03 00:00:00+00:00,2022-07-04 00:00:00+00:00,100.0,100.0,0.09960272163152695,0.0,0.0
2022-07-04 00:00:00+00:00,2022-07-05 00:00:00+00:00,100.0,100.0,0.0629606768488884,0.0,0.0
2022-07-05 00:00:00+00:00,2022-07-06 00:00:00+00:00,100.0,100.0,-0.027510274201631546,-0.0,-0.0
2022-07-06 00:00:00+00:00,2022-07-07 00:00:00+00:00,100.0,100.0,-0.05930469557642937,-0.0,-0.0
2022-07-07 00:00:00+00:00,2022-07-08 00:00:00+00:00,100.0,100.0,-0.030142296105623245,-0.0,-0.0
2022-07-08 00:00:00+00:00,2022-07-09 00:00:00+00:00,100.0,100.0,-0.053075846284627914,-0.0,-0.0
2022-07-09 00:00:00+00:00,2022-07-10 00:00:00+00:00,100.0,100.0,0.003927950281649828,0.0,0.0
2022-07-10 00:00:00+00:00,2022-07-11 00:00:00+00:00,100.0,100.0,-0.0501474030315876,-0.0,-0.0
2022-07-11 00:00:00+00:00,2022-07-12 00:00:00+00:00,100.0,100.0,0.01075098104774952,0.0,0.0
2022-07-12 00:00:00+00:00,2022-07-13 00:00:00+00:00,100.0,100.0,0.03911348804831505,0.0,0.0
2022-07-13 00:00:00+00:00,2022-07-14 00:00:00+00:00,100.0,100.0,0.0645662397146225,0.0,0.0
2022-07-14 00:00:00+00:00,2022-07-15 00:00:00+00:00,100.0,100.0,0.1260618418455124,0.0,0.0
2022-07-15 00:00:00+00:00,2022-07-16 00:00:00+00:00,100.0,100.0,0.04898925870656967,0.0,0.0
2022-07-16 00:00:00+00:00,2022-07-17 00:00:00+00:00,100.0,100.0,-0.11087210476398468,-0.0,-0.0
2022-07-17 00:00:00+00:00,2022-07-18 00:00:00+00:00,100.0,100.0,0.009052220731973648,0.0,0.0
2022-07-18 00:00:00+00:00,2022-07-19 00:00:00+00:00,100.0,100.0,0.005053211469203234,0.0,0.0
2022-07-19 00:00:00+00:00,2022-07-20 00:00:00+00:00,100.0,100.0,-0.08163666725158691,-0.0,-0.0
2022-07-20 00:00:00+00:00,2022-07-21 00:00:00+00:00,100.0,100.0,-0.029003363102674484,-0.0,-0.0
2022-07-21 00:00:00+00:00,2022-07-22 00:00:00+00:00,100.0,100.0,-0.08060634881258011,-0.0,-0.0
2022-07-22 00:00:00+00:00,2022-07-23 00:00:00+00:00,100.0,100.0,0.018987294286489487,0.0,0.0
2022-07-23 00:00:00+00:00,2022-07-24 00:00:00+00:00,100.0,100.0,0.06903434544801712,0.0,0.0
2022-07-24 00:00:00+00:00,2022-07-25 00:00:00+00:00,100.0,100.0,0.1536770612001419,0.0,0.0
2022-07-25 00:00:00+00:00,2022-07-26 00:00:00+00:00,100.0,100.0,0.12885862588882446,0.0,0.0
2022-07-26 00:00:00+00:00,2022-07-27 00:00:00+00:00,100.0,100.0,0.09608563035726547,0.0,0.0
2022-07-27 00:00:00+00:00,2022-07-28 00:00:00+00:00,100.0,100.0,0.11597328633069992,0.0,0.0
2022-07-28 00:00:00+00:00,2022-07-29 00:00:00+00:00,100.0,100.0,0.13699029386043549,0.0,0.0
2022-07-29 00:00:00+00:00,2022-07-30 00:00:00+00:00,100.0,100.0,0.07963354140520096,0.0,0.0
2022-07-30 00:00:00+00:00,2022-07-31 00:00:00+00:00,100.0,100.0,0.18732191622257233,0.0,0.0
2022-07-31 00:00:00+00:00,2022-08-01 00:00:00+00:00,100.0,100.0,0.13342688977718353,0.0,0.0
2022-08-01 00:00:00+00:00,2022-08-02 00:00:00+00:00,100.0,100.0,0.06895923614501953,0.0,0.0
2022-08-02 00:00:00+00:00,2022-08-03 00:00:00+00:00,100.0,100.0,0.0811256542801857,0.0,0.0
2022-08-03 00:00:00+00:00,2022-08-04 00:00:00+00:00,100.0,100.0,0.14122749865055084,0.0,0.0
2022-08-04 00:00:00+00:00,2022-08-05 00:00:00+00:00,100.0,100.0,0.17252501845359802,0.0,0.0
2022-08-05 00:00:00+00:00,2022-08-06 00:00:00+00:00,100.0,100.0,0.20336401462554932,0.0,0.0
2022-08-06 00:00:00+00:00,2022-08-07 00:00:00+00:00,100.0,100.0,0.1546839326620102,0.0,0.0
2022-08-07 00:00:00+00:00,2022-08-08 00:00:00+00:00,100.0,100.0,0.14738428592681885,0.0,0.0
2022-08-08 00:00:00+00:00,2022-08-09 00:00:00+00:00,100.0,100.0,0.09868332743644714,0.0,0.0
2022-08-09 00:00:00+00:00,2022-08-10 00:00:00+00:00,100.0,100.0,0.1129344031214714,0.0,0.0
2022-08-10 00:00:00+00:00,2022-08-11 00:00:00+00:00,100.0,100.0,0.1230151578783989,0.0,0.0
2022-08-11 00:00:00+00:00,2022-08-12 00:00:00+00:00,100.0,100.0,0.13627803325653076,0.0,0.0
2022-08-12 00:00:00+00:00,2022-08-13 00:00:00+00:00,100.0,100.0,0.15441957116127014,0.0,0.0
2022-08-13 00:00:00+00:00,2022-08-14 00:00:00+00:00,100.0,100.0,0.13717997074127197,0.0,0.0
2022-08-14 00:00:00+00:00,2022-08-15 00:00:00+00:00,100.0,100.0,0.1515166461467743,0.0,0.0
2022-08-15 00:00:00+00:00,2022-08-16 00:00:00+00:00,100.0,100.0,0.0986950695514679,0.0,0.0
2022-08-16 00:00:00+00:00,2022-08-17 00:00:00+00:00,100.0,100.0,0.12521079182624817,0.0,0.0
2022-08-17 00:00:00+00:00,2022-08-18 00:00:00+00:00,100.0,100.0,0.08313245326280594,0.0,0.0
2022-08-18 00:00:00+00:00,2022-08-19 00:00:00+00:00,100.0,100.0,0.02882550284266472,0.0,0.0
2022-08-19 00:00:00+00:00,2022-08-20 00:00:00+00:00,100.0,100.0,-0.05151690915226936,-0.0,-0.0
2022-08-20 00:00:00+00:00,2022-08-21 00:00:00+00:00,100.0,100.0,-0.1329142153263092,-0.0,-0.0
