entry_date,exit_date,entry_price,exit_price,position,pnl,return
2022-03-20 00:00:00+00:00,2022-03-21 00:00:00+00:00,100.0,100.0,0.1466883271932602,0.0,0.0
2022-03-21 00:00:00+00:00,2022-03-22 00:00:00+00:00,100.0,100.0,0.054948773235082626,0.0,0.0
2022-03-22 00:00:00+00:00,2022-03-23 00:00:00+00:00,100.0,100.0,0.14890357851982117,0.0,0.0
2022-03-23 00:00:00+00:00,2022-03-24 00:00:00+00:00,100.0,100.0,0.20012569427490234,0.0,0.0
2022-03-24 00:00:00+00:00,2022-03-25 00:00:00+00:00,100.0,100.0,0.15659505128860474,0.0,0.0
2022-03-25 00:00:00+00:00,2022-03-26 00:00:00+00:00,100.0,100.0,0.1471249908208847,0.0,0.0
2022-03-26 00:00:00+00:00,2022-03-27 00:00:00+00:00,100.0,100.0,0.13867977261543274,0.0,0.0
2022-03-27 00:00:00+00:00,2022-03-28 00:00:00+00:00,100.0,100.0,0.14717645943164825,0.0,0.0
2022-03-28 00:00:00+00:00,2022-03-29 00:00:00+00:00,100.0,100.0,0.13198192417621613,0.0,0.0
2022-03-29 00:00:00+00:00,2022-03-30 00:00:00+00:00,100.0,100.0,0.1383897066116333,0.0,0.0
2022-03-30 00:00:00+00:00,2022-03-31 00:00:00+00:00,100.0,100.0,0.1368926465511322,0.0,0.0
2022-03-31 00:00:00+00:00,2022-04-01 00:00:00+00:00,100.0,100.0,0.10107328742742538,0.0,0.0
2022-04-01 00:00:00+00:00,2022-04-02 00:00:00+00:00,100.0,100.0,0.03325245529413223,0.0,0.0
2022-04-02 00:00:00+00:00,2022-04-03 00:00:00+00:00,100.0,100.0,0.050521399825811386,0.0,0.0
2022-04-03 00:00:00+00:00,2022-04-04 00:00:00+00:00,100.0,100.0,0.044229816645383835,0.0,0.0
2022-04-04 00:00:00+00:00,2022-04-05 00:00:00+00:00,100.0,100.0,0.0034076725132763386,0.0,0.0
2022-04-05 00:00:00+00:00,2022-04-06 00:00:00+00:00,100.0,100.0,0.020337916910648346,0.0,0.0
2022-04-06 00:00:00+00:00,2022-04-07 00:00:00+00:00,100.0,100.0,0.043032847344875336,0.0,0.0
2022-04-07 00:00:00+00:00,2022-04-08 00:00:00+00:00,100.0,100.0,0.09302738308906555,0.0,0.0
2022-04-08 00:00:00+00:00,2022-04-09 00:00:00+00:00,100.0,100.0,0.07753906399011612,0.0,0.0
2022-04-09 00:00:00+00:00,2022-04-10 00:00:00+00:00,100.0,100.0,0.1704496294260025,0.0,0.0
2022-04-10 00:00:00+00:00,2022-04-11 00:00:00+00:00,100.0,100.0,0.1751747876405716,0.0,0.0
2022-04-11 00:00:00+00:00,2022-04-12 00:00:00+00:00,100.0,100.0,0.15314652025699615,0.0,0.0
2022-04-12 00:00:00+00:00,2022-04-13 00:00:00+00:00,100.0,100.0,0.1856713891029358,0.0,0.0
2022-04-13 00:00:00+00:00,2022-04-14 00:00:00+00:00,100.0,100.0,0.21287314593791962,0.0,0.0
2022-04-14 00:00:00+00:00,2022-04-15 00:00:00+00:00,100.0,100.0,0.1775943785905838,0.0,0.0
2022-04-15 00:00:00+00:00,2022-04-16 00:00:00+00:00,100.0,100.0,0.21062083542346954,0.0,0.0
2022-04-16 00:00:00+00:00,2022-04-17 00:00:00+00:00,100.0,100.0,0.15717054903507233,0.0,0.0
2022-04-17 00:00:00+00:00,2022-04-18 00:00:00+00:00,100.0,100.0,0.0927024558186531,0.0,0.0
2022-04-18 00:00:00+00:00,2022-04-19 00:00:00+00:00,100.0,100.0,0.11923380941152573,0.0,0.0
2022-04-19 00:00:00+00:00,2022-04-20 00:00:00+00:00,100.0,100.0,0.03363792225718498,0.0,0.0
2022-04-20 00:00:00+00:00,2022-04-21 00:00:00+00:00,100.0,100.0,0.12533506751060486,0.0,0.0
2022-04-21 00:00:00+00:00,2022-04-22 00:00:00+00:00,100.0,100.0,0.058980364352464676,0.0,0.0
2022-04-22 00:00:00+00:00,2022-04-23 00:00:00+00:00,100.0,100.0,0.2167174220085144,0.0,0.0
2022-04-23 00:00:00+00:00,2022-04-24 00:00:00+00:00,100.0,100.0,0.11265190690755844,0.0,0.0
2022-04-24 00:00:00+00:00,2022-04-25 00:00:00+00:00,100.0,100.0,0.06538998335599899,0.0,0.0
2022-04-25 00:00:00+00:00,2022-04-26 00:00:00+00:00,100.0,100.0,0.218226820230484,0.0,0.0
2022-04-26 00:00:00+00:00,2022-04-27 00:00:00+00:00,100.0,100.0,0.19625996053218842,0.0,0.0
2022-04-27 00:00:00+00:00,2022-04-28 00:00:00+00:00,100.0,100.0,0.1968623846769333,0.0,0.0
2022-04-28 00:00:00+00:00,2022-04-29 00:00:00+00:00,100.0,100.0,0.13047389686107635,0.0,0.0
2022-04-29 00:00:00+00:00,2022-04-30 00:00:00+00:00,100.0,100.0,0.15491387248039246,0.0,0.0
2022-04-30 00:00:00+00:00,2022-05-01 00:00:00+00:00,100.0,100.0,0.18901126086711884,0.0,0.0
2022-05-01 00:00:00+00:00,2022-05-02 00:00:00+00:00,100.0,100.0,0.1944218873977661,0.0,0.0
2022-05-02 00:00:00+00:00,2022-05-03 00:00:00+00:00,100.0,100.0,0.19555281102657318,0.0,0.0
2022-05-03 00:00:00+00:00,2022-05-04 00:00:00+00:00,100.0,100.0,0.17539595067501068,0.0,0.0
2022-05-04 00:00:00+00:00,2022-05-05 00:00:00+00:00,100.0,100.0,0.17467080056667328,0.0,0.0
2022-05-05 00:00:00+00:00,2022-05-06 00:00:00+00:00,100.0,100.0,0.1920558661222458,0.0,0.0
2022-05-06 00:00:00+00:00,2022-05-07 00:00:00+00:00,100.0,100.0,0.19524671137332916,0.0,0.0
2022-05-07 00:00:00+00:00,2022-05-08 00:00:00+00:00,100.0,100.0,0.19519786536693573,0.0,0.0
2022-05-08 00:00:00+00:00,2022-05-09 00:00:00+00:00,100.0,100.0,0.1847367137670517,0.0,0.0
2022-05-09 00:00:00+00:00,2022-05-10 00:00:00+00:00,100.0,100.0,0.17688731849193573,0.0,0.0
2022-05-10 00:00:00+00:00,2022-05-11 00:00:00+00:00,100.0,100.0,0.1921241134405136,0.0,0.0
2022-05-11 00:00:00+00:00,2022-05-12 00:00:00+00:00,100.0,100.0,0.15022452175617218,0.0,0.0
2022-05-12 00:00:00+00:00,2022-05-13 00:00:00+00:00,100.0,100.0,0.14060315489768982,0.0,0.0
2022-05-13 00:00:00+00:00,2022-05-14 00:00:00+00:00,100.0,100.0,0.07654915004968643,0.0,0.0
2022-05-14 00:00:00+00:00,2022-05-15 00:00:00+00:00,100.0,100.0,0.1443326324224472,0.0,0.0
2022-05-15 00:00:00+00:00,2022-05-16 00:00:00+00:00,100.0,100.0,0.1443343162536621,0.0,0.0
2022-05-16 00:00:00+00:00,2022-05-17 00:00:00+00:00,100.0,100.0,0.14934347569942474,0.0,0.0
2022-05-17 00:00:00+00:00,2022-05-18 00:00:00+00:00,100.0,100.0,0.06615175306797028,0.0,0.0
2022-05-18 00:00:00+00:00,2022-05-19 00:00:00+00:00,100.0,100.0,0.11532510817050934,0.0,0.0
2022-05-19 00:00:00+00:00,2022-05-20 00:00:00+00:00,100.0,100.0,0.08114942163228989,0.0,0.0
2022-05-20 00:00:00+00:00,2022-05-21 00:00:00+00:00,100.0,100.0,0.14547987282276154,0.0,0.0
2022-05-21 00:00:00+00:00,2022-05-22 00:00:00+00:00,100.0,100.0,0.06690358370542526,0.0,0.0
2022-05-22 00:00:00+00:00,2022-05-23 00:00:00+00:00,100.0,100.0,0.21987475454807281,0.0,0.0
2022-05-23 00:00:00+00:00,2022-05-24 00:00:00+00:00,100.0,100.0,0.17692561447620392,0.0,0.0
2022-05-24 00:00:00+00:00,2022-05-25 00:00:00+00:00,100.0,100.0,0.09120211750268936,0.0,0.0
2022-05-25 00:00:00+00:00,2022-05-26 00:00:00+00:00,100.0,100.0,0.1933017373085022,0.0,0.0
2022-05-26 00:00:00+00:00,2022-05-27 00:00:00+00:00,100.0,100.0,0.16177378594875336,0.0,0.0
2022-05-27 00:00:00+00:00,2022-05-28 00:00:00+00:00,100.0,100.0,0.17223629355430603,0.0,0.0
2022-05-28 00:00:00+00:00,2022-05-29 00:00:00+00:00,100.0,100.0,0.17248934507369995,0.0,0.0
2022-05-29 00:00:00+00:00,2022-05-30 00:00:00+00:00,100.0,100.0,0.15442834794521332,0.0,0.0
2022-05-30 00:00:00+00:00,2022-05-31 00:00:00+00:00,100.0,100.0,0.2781009078025818,0.0,0.0
2022-05-31 00:00:00+00:00,2022-06-01 00:00:00+00:00,100.0,100.0,0.19514068961143494,0.0,0.0
2022-06-01 00:00:00+00:00,2022-06-02 00:00:00+00:00,100.0,100.0,0.19163741171360016,0.0,0.0
2022-06-02 00:00:00+00:00,2022-06-03 00:00:00+00:00,100.0,100.0,0.19650815427303314,0.0,0.0
2022-06-03 00:00:00+00:00,2022-06-04 00:00:00+00:00,100.0,100.0,0.1897047758102417,0.0,0.0
2022-06-04 00:00:00+00:00,2022-06-05 00:00:00+00:00,100.0,100.0,0.1907799243927002,0.0,0.0
2022-06-05 00:00:00+00:00,2022-06-06 00:00:00+00:00,100.0,100.0,0.1908738762140274,0.0,0.0
2022-06-06 00:00:00+00:00,2022-06-07 00:00:00+00:00,100.0,100.0,0.2010219693183899,0.0,0.0
2022-06-07 00:00:00+00:00,2022-06-08 00:00:00+00:00,100.0,100.0,0.19266703724861145,0.0,0.0
2022-06-08 00:00:00+00:00,2022-06-09 00:00:00+00:00,100.0,100.0,0.19826160371303558,0.0,0.0
2022-06-09 00:00:00+00:00,2022-06-10 00:00:00+00:00,100.0,100.0,0.19803549349308014,0.0,0.0
2022-06-10 00:00:00+00:00,2022-06-11 00:00:00+00:00,100.0,100.0,0.19483457505702972,0.0,0.0
2022-06-11 00:00:00+00:00,2022-06-12 00:00:00+00:00,100.0,100.0,0.19494496285915375,0.0,0.0
2022-06-12 00:00:00+00:00,2022-06-13 00:00:00+00:00,100.0,100.0,0.19247187674045563,0.0,0.0
2022-06-13 00:00:00+00:00,2022-06-14 00:00:00+00:00,100.0,100.0,0.17010246217250824,0.0,0.0
2022-06-14 00:00:00+00:00,2022-06-15 00:00:00+00:00,100.0,100.0,0.1339607983827591,0.0,0.0
2022-06-15 00:00:00+00:00,2022-06-16 00:00:00+00:00,100.0,100.0,0.14230692386627197,0.0,0.0
2022-06-16 00:00:00+00:00,2022-06-17 00:00:00+00:00,100.0,100.0,0.10925043374300003,0.0,0.0
2022-06-17 00:00:00+00:00,2022-06-18 00:00:00+00:00,100.0,100.0,0.13091200590133667,0.0,0.0
2022-06-18 00:00:00+00:00,2022-06-19 00:00:00+00:00,100.0,100.0,0.10858991742134094,0.0,0.0
2022-06-19 00:00:00+00:00,2022-06-20 00:00:00+00:00,100.0,100.0,0.07999717444181442,0.0,0.0
2022-06-20 00:00:00+00:00,2022-06-21 00:00:00+00:00,100.0,100.0,0.135830819606781,0.0,0.0
2022-06-21 00:00:00+00:00,2022-06-22 00:00:00+00:00,100.0,100.0,0.1884089857339859,0.0,0.0
2022-06-22 00:00:00+00:00,2022-06-23 00:00:00+00:00,100.0,100.0,0.18719379603862762,0.0,0.0
2022-06-23 00:00:00+00:00,2022-06-24 00:00:00+00:00,100.0,100.0,0.17015041410923004,0.0,0.0
