cagr,volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,hit_ratio,profit_factor,skewness,kurtosis,pnl_autocorr
-0.015136702085560727,0.0008663150464810018,-40.46449654926986,-0.009397545729426637,-1.6107079998730953,78.63204826198834,0.0,0,-1.2193708895340756,1.2699926989158747,0.3647014744446547
