date,gross_equity,net_equity
2021-02-18 00:00:00+00:00,100036.43122736432,95198.4753432992
2021-02-19 00:00:00+00:00,100050.3312977695,95211.70317933356
2021-02-20 00:00:00+00:00,100018.45908568747,95181.37236925965
2021-02-21 00:00:00+00:00,100015.16329993152,95178.23597409666
2021-02-22 00:00:00+00:00,99990.71035234004,95154.96561848922
2021-02-23 00:00:00+00:00,99993.04686499549,94871.72423600437
2021-02-24 00:00:00+00:00,100035.01293858452,94911.54094212176
2021-02-25 00:00:00+00:00,100070.90688203182,94945.59651309635
2021-02-26 00:00:00+00:00,100066.95105954909,94941.84329513293
2021-02-27 00:00:00+00:00,100087.26202193298,94961.11399527326
